content,score,thumbsUpCount,reviewCreatedVersion
BCA mobile memang yg terbaik. Banyak membantu kegiatan usaha saya. Tks.,5,0,2.9.5
sagat berguna ketika tdk bawa dompet .,5,0,4.1.3
kenapa kdgan suka loading lama utk dftr nmr rekening antar bank???,5,0,2.0.3
"sekarang"" suka eror,,,mohon untuk cepat d tangani",3,0,4.2.4
Mudah sekali lebih praktis,5,0,2.4.3
"Bagus,,, mudah transaksi",5,0,
Biarkan bintang yg berbicara,5,0,4.5.1
Terlalu sering updatenya🙄,2,0,1.8.0
Teman saya transfer ke rekening saya ini ..dari bank mandiri dan itu sukses udah masuk tapi gk ada dana masuk di BCA .. ini yg tanggung jawab siapa??,5,0,
"Bagus, mungkin akan lebih praktis jika saldo dapat langsung di tampilkan di Home M-banking.",5,0,2.8.7
sangat membantu ketika kita tidak bisa ikuti antree di atm,5,0,2.0.0
Aplikasi yang sangat bagus dan praktis,5,0,4.1.3
Terlalu sering updatenya,2,0,2.4.1
Bagus aman dan mudah,5,0,2.8.7
Sangat membantu pekerjaan,5,0,1.8.0
Bca Bank yg sangat dikenal & Sungguh kwalat bila tidak mengenalnnya,5,0,1.8.0
Cepat dan lancar,5,0,2.9.5
Mengapa m-BCA saya terblokir?. Padahal sudah memasukkan password dengan benar.,3,0,
Jaringan merah Mulu perbulannya pengambilan nya mahal banget hampir 20rb perbulan,1,0,4.2.0
Mau bikin rek baru..pas vc udh puluhan kali di vc gabisa bisaaaa!!!,2,0,2.6.0
bagus sangat suka sekali dengan bca,5,0,2.8.5
Kenapa minta update terus? Mau tf aja susah,3,0,2.5.2
Update Mulu... Dapat apaan tuh... administrasi bayar..hadeuhh,1,0,
"Sangat memuaskan, memberikan kemudahan",5,0,2.5.2
"Keren pake banget pokoknya,,recomended bangeeeeddd😘😘😘😘",5,0,2.8.8
"Gagal di bagian verifikasi wajah padahal wajah di KTP gk beda"" amat",1,0,4.1.2
"Mbanking nya eror mulu, klo pake kartu nya udh banyak tragedi ATM ketelen, bingung harus kaya gmn lg ama ATM 1 ini",1,0,2.9.2
"Maaf mau bertanya, kenapa setiap saya ganti akun facebook maka akun m bca saya otomatis ikut ke log out? Apa hubungannya Facebook dengan M Bca ? Tolong dijelaskan",2,0,2.4.3
Mau nnya kalau mbanking saya di hp lama cara nya gimana dipindahin ke hp yg baru..,5,0,2.8.8
Keseringan sinyal merah... Lemot lelet...,1,0,4.1.0
kenapa aplikasinya tidak bisa di instal?,1,0,
"bagus sekali..,sangat membantu transaksi keuangan",5,0,2.2.0
Semoga semakin lebih baik dan terus menjadi lebih baik lagi,5,0,
Sangat membantu dalam transaksi jualan online,5,0,
"Bca mantap deh, dari dulu saya pakai rekening bca sampai skrg👍👍👍",5,0,
Error masuk ga bisa2,1,0,2.4.2
"Pulsa habis cuma karna konfirmasi sms, aplikasinya rusak atau gima?",1,0,2.8.4
Ada apa LG dengan BCA kok minta di update ulang,5,0,2.8.7
Keren dan cepat !!!,5,0,2.3.1
Kami ganti hp. Dan mau masuk lagi kok nggak mendapatkan kode verifikasi,1,0,2.7.5
"Mau tanya apakah benar infonya trf sesama BCA dari bca mobile yang sebelumnya gratis, info terbaru berbayar Rp 6500,-?",5,0,4.0.9
min mau tanya kalau mau cetak atm dan buku tabungan minimal setoran pertama ny berapa.maau menanyakan setoran awal buat cetak atm dan buku tabungan,5,0,2.2.0
Tidak praktis tetap hrs ke atm,3,0,2.2.5
Baru 2 hari lalu update... Sekarang udh update lagi. Aje gileeeee🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,1,0,2.5.3
"sangat cepat,mudah,dan puas.",5,0,2.0.4
fiturnya lengkap,4,0,
Sangat membantu setiap langkah saya dlm beroprasional,5,0,2.4.0
Sangat Memudah dalam Bertransaksi,5,0,1.7.1
Gimana caranya ganti nmr hp soalnya sy nda bisa bukan akun sy yg dulu Krn hp hilang bisa nga ganti nmr hp Dn akun email nya,1,0,2.5.3
terima kasih BCA sekarang lebih mudah dan lebih baik,5,0,2.9.4
aku suka sama bca Buka rekening gampang banget,5,0,2.0.0
Sangatlah membantu dlm keamanan,5,0,2.9.5
Buruk pelayanannya saya nelpon cs nya blum selesai ngomong udah di tutup,1,0,2.6.0
Pelayanan BCA itu sangat memuaskan dan cepat👍🏻👍🏻👍🏻,5,0,2.2.5
Sangat bermanfaat buat kebutuhan kami,5,0,
Video call tidak pernah bisa,2,0,
Terimakasih bca dengan semua kemudahan nya,5,0,2.9.5
"Saya lupa 16digit nmer ktru bca saya, gmn cara untuk bisa mengecek nya kembali",5,0,2.4.3
Mempermudah bertransaksi keuangan,5,0,2.5.2
Tidak dapat di update,5,0,
Sangat senang Sangat membantu sekali,5,0,
BCA sering gangguan setiap jam 9 malam,2,0,2.9.5
Kenapa gak bisa di update,4,0,2.8.9
sangat bermanfaat dan membantu,5,0,1.6.1
Pelayanan ramah & cepat... Memberi panduan disaaat salah input nomor tujuan transfer 👍🏼👍🏼👍🏼,5,0,2.9.6
"Sdh di download knp balik lg,koo skrg mlh jelek ya apl ini",1,0,
Verifikasi gagal terus gara gara ganti hp.,1,55,4.1.5
BCA knapa ya sekarang gak bisa pake cardless disemua ATM,3,0,4.2.5
Sangat membantu buat aktifitas kerja saya,4,0,2.7.0
judulnya membantu banget disaat malam2 makasih,5,0,4.1.3
Ok sangat membantu,5,0,4.4.3
mohon maaf saya butuh bantuan masuk ke mbangking slalu gagal. mohon bantuan nya.. trimakasih.,5,0,1.8.0
Apdetnya harus ya...kalo belum apdet ga bisa di akses....,4,0,
Terima kasih bca..telah mempermudah saya untuk transaksi.,5,0,2.2.5
Sangat membantu untuk ber transaksi,5,0,2.9.5
bagus bs cpet trf dan bs cek mutasi.,5,0,2.0.0
lebih mudah untuk transaksi,5,0,2.2.5
di perbaharui ko mkin gak bisa d gunain yah.,3,0,2.0.0
sistem eror terus gk bisa transfer,1,0,
Ribet harus vermuk sama poto ktp tpi tetep aja gagal aneh,1,0,4.1.2
banyak banget potongannya ya skrg,1,0,4.1.3
"Maaf k sya mu liat saldo d m bengking ke ganggu ya, mohon d perbaiki.",2,0,2.8.7
Sangat membantu bisnis sya terima ksih byak bca smoga ke dpan lebih baik lagi,5,0,4.0.6
Capek dikit dikit verivikasi tpi gagal terus,1,0,4.1.8
Sangat membantu dan mudah,4,0,2.5.9
Gue trims kpada bank bca.....bissa membantu kami dgan cepat..saat bertranssaksi...trims bca.,4,0,1.6.1
Mudah menggunakannya sangat membantu terimakasih,5,0,2.4.3
di update kok susah ya...,1,0,
Kenapa saya tidak menerima kode otp untuk menggunakan mbangking saya,1,0,
Situasi dan suasana apapun dimana saja berada siap setia membantu kita bersama.,5,0,2.2.5
sudah bisa aktivasi MBanking BCA solusinya ganti Kartu operator telepon yg lama dengan baru,3,0,2.0.2
Ga ada tombol bantuan saat indikator BCA merah terus,4,0,4.2.9
membantu/efisien dalam hal waktu,5,0,2.8.7
Sangat membantu untuk aku yg usaha online,5,0,2.8.8
Hbz pindah hp minta yang aneh2 ini udh dilakuin veriviksi gagal mulu,3,0,4.0.0
sangat kecewa sama m bca tidak bisa transever,1,0,4.1.7
Disaat di perlukan ga bisa payah,1,0,2.4.0
Jadi lancar semua urusan gak pake ribet,5,0,2.8.4
Kenapa ini saya gabisa buka BCA? Harus install ulang?,1,0,2.7.2
Gabisa pas verivikasi tolong bantuannya dong,2,0,1.6.1
Kode Otp dr pagi sampe jam 4 sore gak masuk2.. Hadeuhhh pelayanannya,1,0,4.1.3
Nambah fitur nambah lemot -.-,2,0,1.7.1
ini kenapa tumben mbca maintenance nya lama,1,0,2.8.9
Sangat membantu mempermudah kami,5,0,2.3.1
Harus trs ditingkatkan lg kinerjanya,5,0,2.4.0
Membantu banget di saat urgent tidak harus ke bank ato Atm..,5,0,2.6.0
"Mbangking BCA kenapa tidak bisa di donwload ...,,??",1,0,2.3.1
saldo terlalu banyak kepotong,1,0,2.5.3
"Aplikasi tak berguna ,,,tutup saja",1,0,2.9.6
saya udah pernah tarik tunai lewat hp seperti petunjuk di atas,5,0,2.0.3
"Maunya buka rekening online tp sangat kecewa karena saat Vidio call petugas nya cewek dan ngomongnya ngegass Saya orang awam yg br pertama kali buka rekening hrusnya bs di beritau dengan ucapan dan nada bicara yg baik saat saya tidak paham, bukan dengan cara bentak dan ngegas...hey petugas VC saya tau anda orang berpendidikan saya hanya taman SD tp saya lbh tau etika",1,0,2.9.1
Woyyy ini apk kenapaa dari pagi sampe skrng kg bisa di buka slalu muncul apk telah terhenti !!!,1,0,1.6.1
Kenapa tidak bisa mengirim sms -_-,3,0,
Terlalu sering upgrade ribet,1,0,2.5.3
"Good ,bisa buka rek.online dgn mudah",5,0,2.7.1
Saya mau aktifkan mbanking lagi... Karena hp saya yg lama hilang ... Itu gimana caranya ya??,5,0,4.1.0
Baru download.mau coba buka rek Bca online.karena di kecamatan kota ku tinggal belum ada bank bca.😄,4,0,2.8.7
Saya cuma ksh bintang 1 terlalu sering instal abisin kuota aja,1,0,2.4.3
Coba lah di kasih menu login biar enak @developer,1,0,4.3.9
sangat puas dengan layanan ini,4,0,1.7.1
Ganti hp verifikasi trus gagal trus dah ktp pto tapi gagal trus hadehhhhh,1,0,
keamanan untuk nasabah lebih ditingkatkan,5,0,2.5.2
Pelayanan ramah dan setulus hati,5,0,2.9.2
"Sangat membatu, untuk transaksi saya, terima kasih BCA",5,0,
sangat membantu ..sukses terus buat bca,5,0,1.7.1
"Pakek bca mobile ,transfer jadi ga ribettt....😉👍",5,0,2.2.2
Sangat sulit verifikasi nya,1,0,2.8.8
sangat bermanfaat dan membantu,4,0,1.8.0
Mantab lancar proses cepat,5,0,2.2.5
Terlalu sering pembaruan aplikasi....,3,0,2.5.3
makin hari BCA makin cakep dengan semua pilihan dari aplkasi tersebut,5,0,2.0.0
"trimakasih sudah membantu, kalo atm jauh dari jangkawan",4,0,1.8.0
Alhamdulillah.. Semua urusan keuangan lancarrr... Thanks bca,5,0,2.4.0
Sangat praktis dan mudah digunakan...terima kasih Mbanking BCA,5,0,
Hahah sampe pulsa saya habis kode previkasinya tetap gagal Mulu gmana ini,1,0,4.0.2
Knp selalu update terus ya,5,0,2.5.2
Baik dan mudah digunakan,5,0,2.4.0
lama banget si aplikasinya !!,2,0,
mudah dan sangat cepat,5,0,
Singkat mudah dan bermanfaat. Google luck,5,0,2.5.3
Semoga semakin memberikan service pelayanan yang semakin maksimal kepada nasabah,5,0,2.8.7
"Izin bertanya pak..kok fitur edit inbok ditiadakan,mengapa?",5,1,4.5.1
kenapa gagal terus saat mau verifikasi,2,0,2.8.8
Semakin baik dan sangat membantu.,5,0,
Tidak bisa menambah lis transfer,3,0,1.6.1
Alhamdulillah BCA semakin baik dlm segala aspek pelayanannya,5,0,2.9.5
Mau tanya donk..ko regestrasinya knp gagal trs yah..apakh bisa regestrasi ke bank saja?,5,0,2.7.9
"Apansi min saldo gua di potong Mulu buset dari 50,20,20 yg bener lah jangan kaya BRI",1,0,2.9.9
Ini kenapa lagi ya bca ? Gak bisa di akses,2,0,2.8.9
Mempercepat dan mudah,5,0,
Sangat membantu untuk transaksi keuangan,5,0,2.5.5
Lebih memudàhkan.apalagi masa pandemi ini. Tidak usah ke atm,5,0,2.5.2
Naisoooo update terus makin mantep 😁💪,5,0,
mantap dah pokonya mah... sangat memudahkan,5,0,2.4.0
"terimakasih atas layanannya, semoga BCA tetap yg terbaik.",5,0,2.0.0
Sangat membantu sekali beetransaksi,5,0,2.8.7
Sangat membantu dalam dunia perbankan,5,0,1.6.1
Lancar dan gak pernah ngadat,5,0,2.2.5
Sangat tebantu dengan aplikasi BCA mobile ini.....🙏🙏🙏🫰🫰🫰,5,0,4.2.5
"Ok laaaaa sgtt mmbantu,sngtt memudahkn trnsfer uang ke org tersyg tanpa hrus kluar rmh...maksih yaaa",4,0,2.4.3
BCA mobile ada aplikasi yang sangat membantu dalam mengetahui transaksi keluar masuk uang tabungan,5,0,2.7.1
"Trimakasi BCA mobile, yg telah memberikan kemudahan bertransaksi",5,0,2.8.5
"Dikit dikit update, bikin lama aja",1,0,2.5.2
Sangat membantu memudahkan transaksi transfer,5,0,2.5.3
"Mudah, cepat, aman",4,0,
Transaksi mudah dan aman,5,0,2.6.0
"Tolong itu cara hapus inbox diadakan lagi, susah jadinya kami sebagai konsumen",1,0,
Pelayanannya Sangat baik dan bertanggung jawab.,4,0,
Pelayanan sudah cukup Baik,5,0,2.5.6
Sangat mudah dan membantu,5,0,
Transaksi relatif lancar,5,0,4.2.4
Dengan adanya m banking bca mempermudah kita semua,5,0,2.5.2
Update terus. Harusnya jd lebih baik..,3,0,2.5.2
Banyak iklan .. Ganggu gwa . Anj...😤,1,0,
terus ditingkatkan pelananannya,5,0,1.8.0
Sangat memuaskan dan bermanfaat,5,0,2.4.0
Sudah normal kembali.. Good job,5,1,2.4.3
Baru buka mbangking eh pas tf g msuk2 saldo ny.. Knpa nihh,1,0,2.8.9
Sampai saat ini saya menggunakan bank bca nyaman nyaman saja. Trimakasih bca,5,0,
bisa lancar cepat informasinya,5,0,1.9.0
"Nasabah Ngajuin m-BCA Finansial ajah qo diprsulit, Cuma saran, jangan prnah mempersulit Nasabah,.",1,0,2.7.1
Sangat membantu dan memuaskan,5,0,2.2.5
Transaksi lebih cepat.bisa dimana aja,5,0,
"Bca, seminggu sekali minta update Mulu di playstore",1,0,
sangat lambat prosesnya,1,0,1.6.1
Layanan semakin bagus,5,0,2.9.5
"Wahai sahabat2 yg aku cintai jk pengajuan permohonan pinjaman kalian guna pengembangan sebuah usaha ditolak karena alasan bla. bla. bla. jgn berkecil hati ya.. Saya sarankan kpd sahabatku semua sngt lbh baik jual barang/aset kalian. Nanti ketika kalian sudah sukses mjd seorang bigboss jgn simpan duit kalian di perbankan, belikan emas aja taruh lemari besi. Ketika kalian/ rakyak nggak menyimpan uang di perbankan kalian semua bisa apa?!!",1,9,2.7.1
Nyesel gua pake BCA ribet pake segala verif muka Udah pake verif muka gagal mulu Kalo ga bisa cangih gausah maksain,1,0,4.0.2
Semua nya jadi mudah,5,0,
Cukup bagus trim,5,0,
selalu semangat melayani'untuk menjadi yang terbaik.,5,0,1.8.0
"Ini kenapa malah kaga bisa dipake ya.. Malah nyusahin pengguna,",1,0,2.5.2
"Ka ini kenapa ya ko gada kode otp yg masuk?, sudah ngikutin persyaratan permuk dan ktp?",1,0,4.3.3
Sangat membantu saya untuk bertransaksi tanpa bepergian,5,0,2.5.9
knapa uangku hilang 40 ribu tpi ngga ada ket. di mutasi ..,2,0,2.6.0
"Mantafff... BCA mobile menjadi aplikasi perbankan yang sangat mudah digunakan dibandingkan aplikasi mobile bank"" yang lain. 👍",5,0,
Tinggal nunggu kode otp tp ga dikirim dikirim kenapaa mohon pencerahannya,1,0,
Parah bgt bca.. Kecewa bgt ma bca.. Maenpotong aja... BANGKE BCA.....ga bakal saya isi lagi KAPOKKKK,1,0,
Terima kasih BCA sdh normal lagi m-BCA untuk cek saldo.,1,0,1.7.1
Gimna caranya login ke apk BCA mobile dgn nomor yg berbeda dr nomor yg dahulu di pakai untuk daftar rekening,3,0,
Terimakasih bagus sinyalnya,5,0,4.2.6
Sungguh memudahkan transaksi bagi saya sangat bermanfaat,5,0,4.1.2
"Dr bùlan kemarin saya buka mbanking ga bisa"" yaa keluar trusss ... knpa sh ?? Gimna mau transaksi nya 😤☹",1,0,
Bagus dan cepat aman,5,0,2.7.5
Mempermudah transaksi online perbankan via mobile bangking 👍,5,0,2.8.0
"knp sih BCA MOBILE sekarang sangat buruk,di buka kadang merah dan biru,tidak hijau",1,0,
"Min lagi siang hp ku tiba'ngelek Tau"" balik ke pengaturan pabrik Jadi ke hapus semua data di hp ny",4,0,2.7.6
"gak bisa kirim sms verif ulang ,",1,0,2.2.5
"Kebanyakan pitur ga jelas, mau transaksi susah amat",2,0,2.5.3
Sangat cocok buat bisnis. Ak kasih bintang 5,5,0,
makin mudah bertransaksi makin banyak kemudahan,5,0,1.7.1
Kenapa tiap vidio call tidak pernah di angkat saya lagi butub m bangking susah amat ya allah,1,0,2.8.0
sangat membantu penge chekan saldo,5,0,2.0.4
samgat membantu mobip banking sy di mana sy berada.....good bca mobile👍👍👍,5,0,1.9.0
Sangat membantu dalam bertransaksi di mana pun,5,0,2.9.0
"Alhamdulillah, trimakasih ,saya sudah selesai update ,bagus",5,0,2.9.5
Sangat memudahkan kita dlm bertransaksi,5,0,2.7.0
sangat membantu jika ma tranfer jauh dari mesin atm,5,0,2.7.1
Gagal terus verifikasi wajah .... Pdhl sinyal SDH bagus,1,0,4.0.0
"Ribet ya sekarang Bentar"" aplikasi nya mesti di update",2,0,2.5.2
"bagus banget tidak perlu antre,,,,trima kasih,,,",5,0,2.9.5
Kenapasih sering banget upgrade?,4,0,2.5.2
Sangat mudah untuk digunakan,5,0,4.3.0
Saya paling ga suka klo buka minta abraet mulu!,3,0,2.5.2
saya Mau tanya saya Sudah daftar m banking tapi Setelah Ke hp lain Tidak bisa,2,0,1.7.1
Mbengking aku ga bisa di buka aneh disuruh sms sama ga ke buka,1,0,
Mudah trendi dan modern,5,0,
"gara gara ganti hp jadi susah login nya lagi,, apa saya harus datang ke BCA lagi apa gimana ya ?",3,0,1.5.8
Cukup memudahkan untuk transaksi,5,0,2.7.9
sangat mudah buka rekening baru. thank BCA mobile,5,0,
ko saya ngga bisa masuk padahal no hp saya sudah di daftarkan ke mbanking,1,1,
bca semakin mantul .sy cuba buka rekening lewat video call cuman 3 menit rekening udah aktip mbanking nya langsung bisa transaksi bca mantul banget ga nyesel pakai bca,5,8,2.0.0
"Verifikasi muka perbaiki, menyusahkan aja mau login gak bisa, buruk!!!!! Buruk...!!!! Burukkkk....!!!",1,0,4.0.3
Aplikasi yang sangat membantu terima kasih ya 🙏,5,0,4.2.0
Sangat buruk. saya kehilangan sald di apk ini tnp ada mtasi,1,0,4.0.0
HP saya k reset.. Apakah saldo saya aman sementara HP sdang diperbaiki?,5,0,2.9.4
parah setelah update jadi ancur saya kecewa,1,0,2.9.4
"bagus, banyak kemudahan, praktis.",5,0,1.8.0
"Saya Buka Rekening BCA tanggal 18 - 06 - 2021 Stor Tunai 100,000 Saldo Ngendap 50,000 Kenapa pas Cek Saldo tinggal 25,000 ?? BARU BERAPA HARI UDAH ILANG 25000",1,1,2.7.6
Verifikasi wajah aja susah banget!,1,0,
Kecewa hari ini saya mau bayar tokopedia melalui mbanking gagal karena maintenance dari pkl 00 s.d. 05,1,0,
Mempermudah untuk transaksi,5,0,2.7.5
Pesan inbox gak bisa di hapus,2,0,4.3.3
Hidup itu harus tetap berusaha walau pun kita dalam kesusahan dan hidup itu tidak boleh meyerah. Atas segala ridoh allah swt pasti ada jalan buat kita bangkit lagi dari keterpurukan. Yg terpenting pedoman dalam hidup itu cuman satu yaitu jangan putus asa.,5,0,1.5.3
Gagal login mulu padahal kuota 20 GB sangat buruk,1,0,2.9.1
Sangat membantu sekali dalam masalah perbankan saya,5,0,
Updatenya sulit sekali,1,0,2.7.6
"maaf admin saya lupa simpen no kartu atm saya, jadi gimana cara nya mau masuk ke akun mbangking saya",5,0,2.5.3
Min sinyal saya bagus kok masih merah di BCA mobile nya gimana sih,1,0,4.0.3
Sangat luar biasa dan sangat membantu,5,0,2.4.0
Kenapa ini ga bisa cek saldo????,1,0,2.4.2
"Mbanking paling lancar, gak lemot",5,0,2.7.0
Kenapa bca mobile sya tidak bisa di buka ya..?,1,0,4.0.9
Mau bikin data sendiri di persulit paraj,1,0,4.0.3
Di saat d butuh di situ mulai erro,1,0,4.0.3
kenapa struk pln suka tidak keluar?,3,0,1.8.0
Kenapa ya baru ini aplikasinya saya tidak bisa di akses?,5,0,2.7.5
"Baru mau mencoba, jika bagus pasti di tambah bintang nya",3,0,
Kok masih erorrr terus ya? Sudah 1 jam lebih ini..,3,0,2.8.9
Sangat membantu dalam bertransaksi keuangan,5,0,2.2.5
Sya buka bca mobile kok gk bsa apa lg lgi gngguan 2hari,2,0,2.7.2
Aplikasi nya sangat membantu transaksi,5,0,2.2.5
sangat membantu untuk transaksi,5,0,
Sip terimakasih bca mobile sangat membantu,5,0,1.6.1
sangat puas... dan sangat2 membantu,5,0,2.2.3
Tgl 29.2.2020 apakah dri pihak bca ada penarikan saldo.....? Kalau ada tolong di jelaskan,3,0,2.3.1
"Saya sampe bingung cari atm di kampung saya pacitan, pas pulang kampung ga ada satupun atm bca",1,1,2.8.0
Susahnya update versi gak update2,4,0,2.5.6
"memudahkan bertransaksi,trima kasih BCA",5,0,2.8.0
Mohon kalau vc di angkat padahal udah lama tersambung bagaimana mau verifikasi mba mas,3,0,2.7.2
sangat membantu dalam bertaransaksi,5,0,
Mempercepat dan lbh lancar,4,0,2.9.0
ajaib saldo 0 bisa nambah berkurang,5,0,
Aplikasi nya ntah gimana? Nggak divc2 sama call center BCA nya 😭,1,0,2.9.4
Lebih aman lg kalo ada finger print biar lebih aman,4,0,2.5.5
Sangat memudahkan nasabah🤗 terimakasih BCA mobile 👍,5,0,2.3.1
dengan adanya m banking sangat terbantu dalam hal transaksi,5,0,2.2.5
Sangat membantu dalam berteransaksi 😄,5,0,2.5.5
kalau update versi saldonya nambah gak?,3,0,2.7.8
mempermudah pelayanan,5,0,2.8.7
cara mengetahui show Qris gimana ya ..kok tak terlihat,5,0,2.9.9
Punya saya tidak bisa tf hnya cma liat saldo doang ☹️☹️☹️☹️,5,0,2.5.5
trimakasih atas mubile bca sangat mrmbantu sya sayahnpuas banget,5,0,2.0.2
kenapa kode otp bca saya tidak terkirim juga,2,0,4.0.7
Buka nutup sendiri nih!...,2,0,4.4.3
"Hari ini 28/12/20 dari pagi susah login tetep lampu merah ,menunggu hijaunya ga bisa",4,0,2.7.1
"Maaf untuk admin, kenapa saya gak bisa login setelah ganti hp",5,0,4.0.2
transaksi begitu cepat no reweL..joosshh,5,0,2.8.7
Lebih enak pakai yang sudah di perbarui cpt lgsung das des,5,0,2.9.5
Sangat membantu dan memudahkan,5,0,4.0.6
Kak kenapa aku masuk in kartu 16 angka kok lama masuknya dan gak masuk2 😭,4,0,2.7.5
Perssaan di update terus..,3,0,2.5.1
Lebih cepat lebih mudah thank,5,0,2.4.0
"Baru juga di perbarui, udah di suruh perbarui lagi kesel amatttttt",2,0,2.5.1
Transaksi lancar tanpa kendala👍👍👍,5,0,2.4.0
bagus sekali ada nya aplikasi ini,5,0,1.8.0
Makin parah di update malah ngeleg,1,0,
BCA mobile sangat membantu dalam bertransaksi..,5,0,4.0.2
Keamanannya blm 100% aman,5,0,2.9.1
M banking susah diverifikasi sudah berulang kali dicoba tetep ndak bisa,2,0,
ko cek saldo tanpa pasword yh skrng apa g bahaya,1,0,2.9.5
Memudahkan dlm transafsi dan pengecekan saldo,5,0,2.9.1
signal kurang maksimal,2,0,2.2.5
"Ini sebenarnya ada masalah apaan di m banking,g bisa di buka",1,0,2.7.2
Aneh dpt tawaran kartu kridit udh saya ikutin tanda tangan ambil data eh tau nya di tolak ngapin nawarin boosku kw di tolak mah buang waktu aja,4,0,2.4.3
Masih membantu saat saat ini okeey good,5,0,2.2.5
"Saya bisa mengerti, Sangat sangat baik",5,0,2.7.9
"mi mau tanya atm saya ketelen di atm link tp ad logo bca sdgkan rek saya blm mobile banking,apkah bisa diakses lewat bca mobil?dsini bank bca lumyan jauh.thx",5,0,
Mantaf sangat membantu untuk transaksi,5,0,2.5.1
Alhamdulillah apk yg sangat membantu👍🏽👍🏽,5,0,2.8.0
Buka rekening sangat mudah gak ribet kaya bang yg lainyah,4,0,4.1.0
Seneng bisa menggunakan aplikasi bca mobile,5,0,
Gak bisa upgred lg susah,1,0,2.7.4
Makasih yah selalu melayani dg cepat,5,0,2.7.1
Lumayan aplikasix Cuma pake admin klo trf mbca ke isaku,4,0,2.7.2
kenapa sekarang sering log out sendiri ya? males banget!!,1,0,2.8.0
Semoga potongan bulanannya di kecilkan,5,0,2.2.3
Sayah sangat ter bantu sekarang ga ada acara ngantri di ATM terimakasih sukses selalu buat BCA,5,0,2.9.0
